Игрок,Координаты,Очки,Копья,Мечи,Топоры,Лазы,ЛК,ТК,Тараны,Каты,Пал,Двор
Damosha,422|516,10311,8487,8038,0,350,0,0,5,0,0,0
Damosha,424|523,10311,9928,6103,0,350,520,0,5,220,0,0
Damosha,446|517,10311,0,0,1831,82,1250,0,156,5,0,3
Damosha,426|528,4722,0,0,1976,20,321,0,113,0,1,0
Damosha,424|524,10311,9351,9341,0,350,0,0,5,0,0,0
Damosha,421|521,10311,10151,10194,0,350,0,0,5,0,0,0
Damosha,430|542,10311,8397,7992,0,350,0,211,5,0,0,0
Damosha,423|521,10311,9351,9396,0,350,0,0,5,0,0,0
Damosha,425|530,10311,9430,9425,0,350,0,0,5,0,0,0
Damosha,418|518,10311,9352,9381,0,350,0,0,5,0,0,0
Damosha,421|522,10311,9473,9458,0,350,0,0,5,0,0,0
Damosha,436|555,10311,6569,6269,0,350,0,0,5,0,0,0
Damosha,417|505,10311,10178,10168,0,350,0,0,5,0,0,0
Damosha,417|502,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,416|516,10311,8777,8333,0,350,0,0,5,0,0,0
Damosha,420|526,10311,9437,9437,0,350,0,0,5,0,0,0
Damosha,417|518,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,417|517,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,416|525,10311,10000,6142,0,295,245,0,4,34,0,0
Damosha,415|514,4186,0,0,649,254,183,0,73,0,1,0
Damosha,422|535,10311,9509,9507,0,350,0,0,5,0,0,0
Damosha,413|515,10311,9803,9824,0,350,0,0,5,0,0,0
Damosha,415|501,10311,51,21,0,10065,0,0,5,0,0,0
Damosha,415|523,10311,9958,9926,0,350,0,0,5,0,0,0
Damosha,418|535,10311,51,21,0,10065,0,0,5,0,0,0
Damosha,416|529,10311,9382,9358,0,350,0,0,5,0,0,0
Damosha,411|501,10311,9638,9631,0,350,0,0,5,0,0,0
Damosha,432|555,10311,7832,7456,0,350,0,279,5,0,0,0
Damosha,413|512,10311,9306,9303,0,350,0,0,5,0,0,0
Damosha,413|516,10311,9514,9522,0,350,0,0,5,0,0,0
Damosha,422|544,10311,9991,9511,0,350,0,0,5,0,0,0
Damosha,411|514,10311,10095,10075,0,350,0,0,5,0,0,0
Damosha,411|507,10311,9599,9583,0,350,0,0,5,0,0,0
Damosha,415|527,10311,9722,9713,0,350,0,0,5,0,0,0
Damosha,418|540,10311,9550,9580,0,350,0,0,5,0,0,0
Damosha,419|533,10311,9749,9766,0,350,0,0,5,0,0,0
Damosha,413|520,10311,9612,9638,0,350,0,0,5,0,0,0
Damosha,416|537,10311,51,21,0,10065,0,0,5,0,0,0
Damosha,413|513,10311,10000,6142,0,345,245,0,5,34,0,0
Damosha,413|519,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,411|521,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,417|541,10311,51,21,0,10065,0,0,5,0,0,0
Damosha,414|530,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,408|506,10311,9938,6102,0,349,294,0,5,220,0,0
Damosha,416|535,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,411|508,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,409|504,10311,10231,10231,0,350,0,0,5,0,0,0
Damosha,410|513,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,409|508,10311,9932,6089,0,345,245,0,5,34,0,0
Damosha,410|509,10311,51,21,0,10065,0,0,5,0,0,0
Damosha,416|540,10311,10000,6142,0,299,340,0,5,220,0,0
Damosha,415|530,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,410|510,10311,10000,6142,0,345,245,0,5,34,0,0
Damosha,410|516,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,409|522,10311,10000,6142,0,345,245,0,5,34,0,0
Damosha,425|555,10311,7490,7090,0,350,0,0,5,0,0,0
Damosha,409|518,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,409|525,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,413|527,10311,9946,6087,0,345,481,0,5,123,0,0
Damosha,407|520,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,411|523,10311,10032,10072,0,350,0,0,5,0,0,0
Damosha,412|524,10311,51,21,0,10065,0,0,5,0,0,0
Damosha,427|555,10311,4880,4664,0,350,0,0,5,0,0,0
Damosha,409|524,10311,10000,6142,0,345,245,0,5,34,0,0
Damosha,407|517,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,411|534,10365,8241,8270,0,350,0,0,5,0,0,0
Damosha,413|544,10311,10351,10351,0,350,0,0,5,0,0,0
Damosha,408|526,10311,10351,10351,0,350,0,0,5,0,0,0
Damosha,403|507,10311,9988,9983,0,350,0,0,5,0,0,0
Damosha,429|562,10311,4796,4580,0,350,0,0,5,0,0,0
Damosha,408|523,10311,10351,10351,0,350,0,0,5,0,0,0
Damosha,425|557,10311,10000,6142,0,349,287,0,5,220,0,0
Damosha,407|531,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,409|523,10311,10000,6142,0,345,245,0,5,34,0,0
Damosha,407|521,10311,10000,6142,0,350,520,0,5,220,0,0
Damosha,403|501,10311,9422,9376,0,350,0,0,5,21,0,0
Damosha,406|533,10311,8242,7840,0,350,855,0,5,0,0,0
Damosha,411|538,10311,8731,8253,0,350,0,0,5,0,0,0
Damosha,402|503,10311,10000,6142,0,344,245,0,5,34,0,0
Damosha,409|541,10311,10231,10231,0,350,0,0,5,0,0,0
Damosha,402|505,10311,10162,10139,0,350,0,0,5,0,0,0
Damosha,423|567,10311,8589,8122,179,350,653,0,5,0,0,0
Damosha,400|512,10311,9836,9874,0,350,0,0,5,0,0,0
Damosha,403|528,10311,10111,10111,0,350,0,0,5,0,0,0
Damosha,397|501,10311,8987,8952,36,350,352,0,45,10,0,0
Damosha,397|516,10311,10000,6142,0,350,520,0,4,33,0,0
Damosha,399|531,10311,10000,6142,0,319,332,0,5,220,0,0
Damosha,400|516,10311,10000,6142,0,349,265,0,5,38,0,0
Damosha,398|512,10311,9215,5634,83,350,575,0,101,33,0,0
Damosha,418|520,10311,9569,9094,0,350,0,0,5,0,0,0
Damosha,397|517,10311,8919,8496,0,350,0,0,5,0,0,0
Damosha,398|511,10311,9089,8612,0,350,25,0,5,0,0,0
Damosha,468|603,4340,0,0,571,100,234,0,72,0,1,0
Damosha,397|511,10311,10011,10011,0,350,50,0,5,0,0,0
Damosha,404|546,10311,10000,6142,0,325,245,0,3,34,0,0
Damosha,395|520,10311,9319,5741,0,350,646,0,11,50,0,0
Damosha,401|540,3919,900,877,0,350,0,0,5,0,0,0
Damosha,405|548,935,0,0,0,0,0,0,0,0,0,0
Damosha,390|506,358,0,0,0,0,0,0,0,0,0,0
Damosha,397|529,3634,1693,1635,0,350,0,0,5,0,0,0
Darksol,506|524,9999,94,10,754,21,219,0,43,0,0,0
Darksol,467|537,9999,12000,10,202,740,49,1000,34,0,1,4
Darksol,474|529,9999,0,10,653,5,267,0,46,0,1,0
Darksol,455|532,9999,98,10,5298,50,2000,0,439,0,0,0
Darksol,473|529,9999,12000,10,266,950,0,1000,49,0,0,0
Darksol,477|532,9999,0,10,548,6,274,0,49,0,0,5
Darksol,472|527,9999,0,10,649,10,353,0,70,0,0,2
Darksol,475|527,9999,4040,3996,0,449,0,0,9,0,0,1
Darksol,452|534,9999,98,10,4451,48,1740,0,404,0,0,0
Darksol,473|530,9999,0,10,714,67,344,0,60,0,1,4
Darksol,473|531,9999,5259,3589,0,500,0,0,20,0,0,0
Darksol,474|527,9999,0,11,634,6,233,0,55,0,1,4
Darksol,491|540,9999,4033,1816,0,258,0,160,363,0,0,0
Darksol,473|534,9999,9335,9341,0,935,0,0,20,0,1,0
Darksol,471|530,9999,0,10,796,7,374,0,64,0,0,5
Darksol,474|535,9527,6372,10,0,897,0,1000,20,0,0,4
Darksol,470|531,9999,0,5,1123,4,478,0,73,0,0,0
Darksol,472|536,9502,5931,10,0,850,0,855,45,0,0,0
Darksol,469|531,9999,12000,10,47,939,0,990,35,0,0,4
Darksol,456|518,9999,3860,3744,0,467,0,0,10,0,0,0
Darksol,455|518,9920,80,7,1049,19,283,0,95,0,0,0
Darksol,472|530,9999,0,10,598,3,275,0,46,0,0,5
Darksol,453|524,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,453|522,9956,11000,10,900,714,96,698,100,100,0,0
Darksol,466|547,9999,11823,10,783,1000,0,939,81,0,0,0
Darksol,452|523,9999,98,10,4192,72,865,0,426,0,0,0
Darksol,464|544,9999,11000,10,514,869,100,677,100,51,0,0
Darksol,480|553,9999,27,5,1087,40,398,0,63,0,0,4
Darksol,454|532,9999,100,10,1174,29,339,0,71,0,0,0
Darksol,474|554,9999,3456,3456,0,414,0,0,9,0,0,0
Darksol,448|530,9999,100,10,5257,48,2371,0,512,0,0,0
Darksol,447|529,9999,100,10,584,19,320,0,370,0,0,0
Darksol,469|530,9999,11997,10,308,939,0,1000,49,0,1,2
Darksol,467|552,9999,100,10,471,20,246,0,45,0,0,4
Darksol,450|533,9999,11000,10,432,870,100,850,99,27,0,0
Darksol,447|531,9999,108,10,5331,51,2347,0,503,0,0,0
Darksol,476|557,9999,18,5,1046,15,300,0,92,0,0,4
Darksol,447|534,9999,11000,10,428,870,100,850,99,27,0,0
Darksol,447|530,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,471|553,9999,89,10,6337,92,2864,0,514,0,1,0
Darksol,451|538,9999,2,5,3541,32,400,0,382,0,0,0
Darksol,461|549,9999,8,5,1173,25,400,0,63,0,0,0
Darksol,472|556,8962,18,9,1138,25,334,0,82,0,0,0
Darksol,448|537,9999,11000,10,428,870,100,850,99,27,0,0
Darksol,448|533,9999,4,5,661,13,340,0,53,0,0,0
Darksol,443|530,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,474|526,9999,702,1877,0,500,0,0,22,0,0,1
Darksol,458|550,9999,100,10,5546,76,679,0,407,0,0,0
Darksol,448|538,9999,99,10,511,64,272,0,47,0,0,0
Darksol,458|549,9999,100,10,781,20,280,0,54,0,0,0
Darksol,441|529,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,445|537,9403,100,10,1429,58,2368,0,450,0,0,1
Darksol,442|536,9999,11000,10,900,870,100,988,100,100,0,0
Darksol,438|528,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,443|534,9999,11000,10,428,870,100,850,99,27,0,0
Darksol,458|557,9999,11,5,920,42,367,0,59,0,0,0
Darksol,451|540,9999,11000,10,462,870,100,850,99,29,0,0
Darksol,450|540,9999,99,10,671,40,335,0,56,0,0,0
Darksol,457|548,9999,10990,10,428,870,100,850,96,27,0,0
Darksol,470|553,9999,12000,10,369,653,200,1000,34,0,0,0
Darksol,461|559,9999,11000,10,428,870,100,850,100,27,0,0
Darksol,438|537,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,428|521,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,435|536,9999,33,5,6962,55,2784,0,482,0,0,0
Darksol,473|571,9999,11246,10,428,870,100,850,100,41,0,0
Darksol,428|523,9999,100,10,605,43,470,0,58,0,0,0
Darksol,474|528,9999,0,10,507,5,300,0,44,0,0,4
Darksol,475|574,9999,11000,10,428,870,100,850,100,27,0,0
Darksol,474|572,9999,100,10,1024,40,364,0,59,0,0,0
Darksol,468|553,9999,100,10,512,30,253,0,44,0,0,4
Darksol,474|574,9999,1,5,622,40,368,0,58,0,0,0
Darksol,464|577,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,477|586,9999,100,10,2902,33,586,0,604,0,0,0
Darksol,487|591,9999,100,10,4346,24,329,0,346,0,0,0
Darksol,431|554,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,412|504,9999,10734,10,319,870,100,937,100,20,0,0
Darksol,420|539,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,462|583,9999,10692,10,878,827,95,982,70,100,0,0
Darksol,476|591,9999,10987,10,428,870,100,850,99,27,0,0
Darksol,462|585,9999,100,10,3776,30,274,0,321,0,0,1
Darksol,439|569,9999,112,11,3388,56,1192,0,251,0,0,0
Darksol,432|564,9999,9,5,6481,50,2600,0,498,0,0,0
Darksol,408|519,9999,11000,10,428,870,100,850,100,27,0,0
Darksol,493|590,9999,10833,10,832,861,100,979,37,100,0,0
Darksol,408|503,9999,11000,10,428,870,100,856,100,27,0,0
Darksol,407|514,9999,10856,10,319,870,100,912,100,20,0,0
Darksol,468|585,9999,100,10,6529,50,2629,0,599,0,0,0
Darksol,411|524,9999,100,10,759,68,340,0,52,0,0,0
Darksol,456|581,9999,100,10,656,49,340,0,52,0,0,0
Darksol,431|564,9999,209,10,629,45,400,0,58,0,0,0
Darksol,412|529,9999,100,10,656,46,340,0,52,0,0,0
Darksol,430|563,9999,8,10,7768,50,2445,0,598,0,0,0
Darksol,439|568,9999,10800,10,428,870,100,918,99,27,0,0
Darksol,473|587,9999,14,5,656,13,320,0,52,0,0,0
Darksol,475|590,9999,100,10,7307,50,2600,0,518,0,0,0
Darksol,447|578,9999,10648,10,428,870,100,943,99,27,0,0
Darksol,410|520,9999,100,10,656,59,340,0,52,0,0,0
Darksol,431|565,9999,11000,10,900,870,100,863,100,100,0,0
Darksol,454|583,9999,10698,10,900,854,100,940,100,100,0,0
Darksol,409|529,9999,11000,10,544,870,100,850,100,45,0,0
Darksol,416|544,9999,100,10,2004,27,350,0,188,0,0,0
Darksol,412|531,9999,10636,10,816,870,100,971,100,91,0,0
Darksol,414|541,9999,11000,10,428,870,100,850,99,27,0,0
Darksol,416|541,9999,100,10,7500,50,2600,0,495,0,0,0
Darksol,446|577,9999,18,10,831,12,326,0,65,0,0,0
Darksol,407|500,9999,100,10,4673,49,2511,0,464,0,0,0
Darksol,429|561,9999,100,10,6344,51,2600,0,501,0,0,0
Darksol,432|566,9999,100,8,5752,69,2194,0,400,0,0,0
Darksol,406|502,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,434|566,9999,10807,10,899,870,100,918,100,99,0,0
Darksol,454|582,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,478|591,9999,64,5,7190,103,2529,0,615,0,0,0
Darksol,440|572,9999,2,10,642,17,363,0,56,0,0,0
Darksol,470|590,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,452|582,9999,100,10,709,83,380,0,58,0,0,0
Darksol,417|547,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,419|551,9999,10679,10,891,830,100,954,100,99,0,0
Darksol,406|522,9999,109,10,1490,55,340,0,51,0,0,0
Darksol,407|525,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,405|503,9999,100,10,7348,50,2600,0,466,0,0,0
Darksol,408|518,9999,104,10,1854,18,723,0,58,0,0,0
Darksol,404|503,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,419|552,9999,13,5,661,37,340,0,53,0,0,0
Darksol,480|594,9999,11000,10,900,838,100,895,100,100,0,0
Darksol,457|583,9999,11000,10,900,870,100,850,100,100,0,0
Darksol,407|510,9999,100,10,656,57,340,0,52,0,0,0
Darksol,429|565,9999,10669,10,428,870,100,940,99,27,0,0
Darksol,455|584,9999,104,10,1123,42,480,0,281,0,0,0
Darksol,454|584,9999,79,8,5686,39,301,0,392,0,0,0
Darksol,467|592,9999,100,10,4094,29,295,0,291,0,0,0
Darksol,414|539,9999,100,10,8256,50,2868,0,466,0,0,0
Darksol,403|509,9999,100,10,759,60,340,0,52,0,0,0
Darksol,422|557,9999,11000,10,900,870,100,884,100,100,0,0
Darksol,406|523,9999,108,10,1444,45,454,0,52,0,0,0
Darksol,436|574,9999,100,9,709,75,380,0,55,0,0,0
Darksol,411|542,9999,100,10,586,30,310,0,50,0,0,0
Darksol,403|517,9999,11000,10,900,870,100,862,100,100,0,0
Darksol,437|575,9999,10994,10,849,870,100,872,100,72,0,0
Darksol,430|567,9999,100,8,667,58,393,0,58,0,0,0
Darksol,453|583,9999,100,10,673,73,365,0,57,0,0,0
Darksol,406|519,9999,10999,10,428,870,100,879,100,27,0,0
Darksol,415|547,9999,100,10,6802,51,2744,0,458,0,0,0
Darksol,403|504,9999,11000,10,428,870,100,864,99,27,0,0
Darksol,402|513,9999,10999,10,428,870,100,850,100,27,0,0
Darksol,409|530,9999,100,10,844,40,872,0,52,0,0,0
Darksol,403|513,9999,115,11,5874,78,2386,0,543,0,0,0
Darksol,405|522,9999,100,10,656,61,340,0,52,0,0,0
Darksol,458|588,9999,100,10,4477,29,308,0,353,0,0,0
Darksol,432|574,9999,10993,10,462,870,100,877,98,29,0,0
Darksol,492|602,9999,52,5,5849,50,2800,0,438,0,0,2
Darksol,430|571,9999,100,10,682,80,361,0,53,0,0,0
Darksol,459|590,9999,100,10,4090,34,270,0,332,0,0,0
Darksol,414|550,9999,100,10,8780,48,2128,0,631,0,0,0
Darksol,404|522,9999,11000,10,900,870,100,880,100,100,0,0
Darksol,434|576,9999,100,10,606,88,380,0,58,0,0,0
Darksol,418|559,9999,109,10,1625,52,340,0,52,0,0,0
Darksol,399|519,9999,9240,8629,243,434,20,236,20,10,0,0
Darksol,446|584,9999,100,10,757,37,360,0,62,0,0,0
Darksol,430|576,9999,100,10,2319,37,354,0,61,0,0,0
Darksol,422|568,9999,9570,9574,38,481,22,174,84,20,0,0
Darksol,477|602,9999,9700,9700,250,500,20,61,30,26,0,0
Darksol,474|598,9999,3,5,620,21,325,0,50,0,0,0
Darksol,424|568,9999,110,11,2471,80,898,0,57,0,0,0
Darksol,421|568,9999,9554,9552,100,500,20,193,20,39,0,0
Darksol,399|508,9999,8956,8756,300,506,20,308,40,58,0,0
Darksol,493|603,9999,10916,10,401,870,100,970,42,20,0,0
Darksol,396|513,9999,100,10,817,85,368,0,68,0,0,0
Darksol,488|603,9999,10736,10,462,870,100,963,99,29,0,0
Darksol,395|517,9999,100,10,691,66,888,0,53,0,0,0
Darksol,458|595,9999,100,10,5550,33,443,0,400,0,0,0
Darksol,406|549,9999,8854,8029,312,502,33,430,61,50,0,0
Darksol,433|584,9999,115,11,2716,90,1047,0,260,0,0,0
Darksol,487|604,9999,9691,9696,321,500,83,41,34,20,0,0
Darksol,401|544,9999,976,10,743,70,368,0,54,0,0,0
Darksol,453|595,9999,100,10,7328,73,2600,0,523,0,0,0
Darksol,443|591,9999,100,10,709,86,380,0,58,0,0,0
Darksol,418|567,1496,361,315,0,0,0,0,0,0,0,0
Darksol,393|519,3986,200,20,0,0,0,0,0,0,0,0
Darksol,405|553,6984,5899,1374,50,620,54,0,20,0,0,0
Darksol,393|503,7514,40,6,2326,41,746,0,148,0,0,0
Darksol,391|502,5276,3242,600,0,500,0,0,20,0,0,0
Darksol,481|607,5264,24,6,2123,42,1339,0,396,0,0,0
Darksol,457|597,5076,22,6,2634,50,1274,0,0,0,0,0
Darksol,393|523,3334,1949,300,0,0,0,0,0,0,0,0
Darksol,463|602,3458,1387,210,0,0,0,0,0,0,0,0
Darksol,390|513,1558,420,260,0,0,0,0,0,0,0,0
Darksol,484|605,645,50,50,0,0,0,0,0,0,0,0
Darksol,508|551,9999,3951,4000,0,488,0,0,10,0,0,0
Darksol,513|570,9999,4000,4000,0,450,0,0,9,0,0,0
dificl,473|580,11090,8708,5787,0,200,0,118,10,30,1,3
dificl,412|553,9509,7726,6766,0,200,0,0,10,0,1,0
dificl,463|593,6897,7884,5986,0,200,0,0,10,0,1,0
Dovah,480|556,9646,0,0,1047,40,430,0,104,80,0,0
Dovah,483|551,10237,6720,6716,0,800,300,400,20,110,1,2
Dovah,479|565,10237,0,0,621,29,340,0,240,26,0,3
Dovah,478|549,10361,0,0,1141,23,338,0,90,53,0,1
Dovah,474|553,10237,8694,5365,0,775,300,0,20,150,1,1
Dovah,482|578,10019,10122,4951,0,900,300,501,20,150,0,2
Dovah,481|577,10160,12525,5187,0,274,242,0,20,45,0,2
Dovah,480|579,10160,9012,8591,0,1000,300,0,20,150,0,2
Dovah,479|581,9761,5555,2504,0,1000,300,0,20,150,0,2
Dovah,485|581,9994,9619,5713,0,895,251,0,20,26,0,2
Dovah,483|576,9902,15701,1000,0,896,238,0,25,24,0,1
Dovah,493|552,9825,8518,8471,0,800,300,0,20,100,1,0
Dovah,493|553,10237,0,0,1050,35,512,0,51,40,0,2
Dovah,494|553,11197,2878,1000,0,500,100,550,20,44,0,0
Dovah,481|556,10104,0,0,1907,30,334,0,85,28,0,3
Dovah,480|557,9761,4018,2620,0,500,300,1049,19,145,1,2
Dovah,470|577,10492,0,0,1755,79,328,0,330,38,0,4
Dovah,491|584,10495,12232,4900,0,1000,300,0,50,150,0,2
Dovah,490|584,9761,9181,7316,0,935,261,0,20,26,0,1
Dovah,486|583,10470,0,0,2606,85,1344,0,342,100,0,4
Dovah,473|582,9761,8095,7696,0,998,299,0,40,120,0,1
Dovah,475|580,9771,0,0,1610,69,285,0,355,100,0,3
Dovah,474|555,9697,0,0,1656,48,943,0,52,66,0,0
Dovah,476|555,9835,5999,5720,0,500,300,0,20,150,0,1
Dovah,419|559,9761,8416,9000,0,1000,300,0,20,150,0,0
Dovah,484|557,11164,0,0,1097,19,320,0,66,50,0,2
Dovah,486|557,10738,0,0,1012,30,494,0,95,45,0,0
Dovah,485|556,11519,5927,5483,0,500,300,0,20,122,1,1
Dovah,485|557,10470,7537,5448,0,886,260,0,20,33,0,1
Dovah,477|564,11494,0,0,1479,87,1369,0,336,100,0,4
Dovah,476|564,11164,0,0,1589,39,462,0,280,33,0,2
Dovah,475|565,11494,0,0,711,81,313,0,255,45,0,3
Dovah,476|565,10890,7088,2205,0,991,300,1189,20,32,0,2
Dovah,445|583,9761,8860,7968,0,1000,0,0,15,0,0,0
Dovah,449|589,9761,9500,9489,0,500,34,0,19,95,0,0
Dovah,449|592,9761,8216,7964,0,1000,5,0,19,3,0,0
Dovah,431|578,9761,6968,6653,0,900,300,500,40,230,0,0
Dovah,467|598,9761,6669,6708,0,884,283,417,38,92,0,2
Dovah,480|602,7380,6625,3343,0,987,8,600,50,150,0,2
Dovah,505|603,6945,4375,2150,0,840,0,0,39,148,0,0
Dovah,466|601,845,0,0,0,0,0,0,0,0,0,0
EHoTka,502|556,11249,3566,3575,0,267,87,233,18,112,0,0
EHoTka,494|548,9222,8347,8318,0,203,181,132,0,57,1,3
EHoTka,503|556,10470,3057,3031,0,267,246,189,10,89,0,0
EHoTka,502|557,10470,45,0,714,281,355,3,76,3,0,3
EHoTka,503|559,10232,168,126,649,373,347,4,81,4,0,3
EHoTka,487|554,10345,7416,7646,0,299,778,11,0,216,1,0
EHoTka,525|576,9680,5221,2516,0,185,174,0,0,49,0,0
EHoTka,495|548,11067,1742,1700,12,277,543,235,5,162,0,2
EHoTka,523|572,9828,41,41,524,326,182,0,67,5,0,3
EHoTka,522|573,9780,4789,1683,519,359,182,40,60,5,0,3
EHoTka,525|571,10380,3781,3660,6056,277,330,21,370,3,0,4
EHoTka,527|579,10240,5006,7648,0,267,235,28,0,66,0,0
EHoTka,526|575,9726,4692,4125,0,356,176,22,0,33,0,0
EHoTka,525|568,9419,0,0,8788,324,1777,0,453,220,0,2
EHoTka,541|569,10437,70,595,0,500,0,52,0,20,0,0
EHoTka,524|569,9688,2616,40,511,320,164,35,56,21,0,2
EHoTka,522|569,9777,3771,3811,692,386,183,6,66,0,0,4
EHoTka,523|568,10344,3131,4437,538,233,355,138,65,0,0,2
EHoTka,529|567,10104,6752,6754,0,268,447,574,0,146,0,0
EHoTka,529|557,10250,21,3494,121,500,0,263,0,20,1,1
EHoTka,527|564,9634,6965,7215,0,276,175,744,0,39,1,0
EHoTka,533|591,8766,11650,5336,0,326,190,2,9,54,0,0
EHoTka,530|585,9477,8373,8189,0,287,203,16,0,60,1,0
EHoTka,529|583,9356,8824,8801,0,399,161,6,9,54,0,0
EHoTka,528|584,8463,8649,9146,0,280,154,194,3,30,0,0
EHoTka,531|588,9266,1049,258,475,279,160,17,55,127,0,1
EHoTka,519|568,9863,1530,873,3888,338,2029,39,365,4,0,3
EHoTka,503|574,9624,0,0,2330,371,457,0,281,71,0,3
EHoTka,504|558,10470,2982,2970,0,300,800,183,18,43,0,0
EHoTka,520|570,9510,0,0,521,348,223,59,53,89,0,3
EHoTka,510|568,10336,100,23,468,358,254,0,77,5,0,1
EHoTka,545|584,8903,7592,6882,0,198,168,0,0,46,1,0
EHoTka,543|584,8139,11024,5056,0,170,45,776,0,10,0,0
EHoTka,548|582,9220,0,0,481,228,183,0,60,3,0,2
EHoTka,536|585,9283,820,146,480,302,140,140,57,209,0,2
EHoTka,539|585,8632,9552,8869,0,621,174,52,0,30,0,0
EHoTka,507|581,9754,11198,8675,0,75,190,1,0,61,0,0
EHoTka,547|587,8858,8826,12081,0,110,162,7,1,48,0,0
EHoTka,508|601,8689,10776,10803,0,259,80,0,0,54,0,0
EHoTka,528|596,8532,9927,9602,0,140,206,3,0,53,0,0
EHoTka,545|592,8377,9161,8609,0,237,166,14,0,45,0,0
EHoTka,508|578,10336,7733,7756,0,127,352,72,0,65,0,0
EHoTka,513|605,8757,8503,10667,0,365,166,218,0,66,0,0
EHoTka,486|555,11548,0,0,650,302,355,0,83,0,0,3
EHoTka,488|557,11431,3072,2979,0,297,321,396,19,75,0,0
EHoTka,487|556,11627,8,0,707,308,352,1,93,0,0,2
EHoTka,527|600,8005,8138,10737,0,373,397,7,11,100,0,0
EHoTka,467|597,7998,7326,9818,0,276,75,510,0,30,0,1
EHoTka,536|597,6873,8575,7005,0,398,167,0,11,30,0,0
EHoTka,507|607,8917,7896,7992,0,273,482,0,10,300,0,1
EHoTka,514|556,10651,6348,6360,0,280,260,56,0,47,1,0
EHoTka,560|587,9835,50,7775,0,500,0,0,0,20,0,5
EHoTka,551|595,8802,7018,5880,0,287,177,8,18,40,0,4
EHoTka,502|606,8669,7316,7056,0,286,162,110,18,34,0,0
EHoTka,525|604,8410,7759,6704,0,245,662,0,18,300,0,3
EHoTka,550|593,8439,6498,6505,0,282,158,11,18,39,0,0
EHoTka,480|607,7079,4459,4464,0,300,800,333,18,300,0,0
EHoTka,545|597,6307,4777,4773,0,450,800,185,9,141,0,0
EHoTka,532|601,5195,3915,3912,0,627,800,0,19,63,0,0
EHoTka,536|602,8099,5275,5840,0,289,190,147,18,41,0,0
EHoTka,544|598,3902,2404,2436,0,469,800,0,0,0,0,0
EHoTka,540|603,3372,2052,543,0,361,592,0,0,0,0,0
EHoTka,534|600,4106,1250,1282,0,334,668,0,19,191,0,0
EHoTka,531|548,9629,669,0,0,50,60,99,10,31,1,2
EHoTka,511|610,89,0,0,0,0,0,0,0,0,0,0
FlameisteR,470|538,10216,9763,9782,20,175,97,0,28,0,1,0
FlameisteR,471|539,10414,2200,131,7765,65,974,202,475,30,0,4
FlameisteR,471|537,10735,4754,1124,0,548,160,230,20,0,0,0
FlameisteR,473|540,10200,9803,9775,48,200,100,0,30,0,1,0
FlameisteR,484|544,11041,4802,50,25,710,197,300,17,0,0,0
FlameisteR,483|546,10403,12112,464,100,267,234,818,35,53,0,0
FlameisteR,481|547,10708,199,37,100,23,62,38,15,9,0,2
FlameisteR,480|545,10785,10867,963,0,296,0,741,19,133,0,0
FlameisteR,479|546,10644,6687,6660,40,200,100,0,30,0,1,0
FlameisteR,476|547,10644,96,37,100,8,72,44,15,18,0,2
FlameisteR,474|545,10489,5131,5122,0,54,0,0,15,0,0,0
FlameisteR,476|551,10785,9170,8316,0,250,8,66,25,20,0,0
FlameisteR,476|552,10619,9487,8128,16,260,1,68,25,14,0,0
FlameisteR,475|553,10397,594,49,100,6,72,134,10,2,0,2
FlameisteR,468|554,9966,9636,7182,0,300,200,70,30,56,0,0
FlameisteR,464|573,9395,0,0,602,6,328,0,107,4,0,3
