Игрок;Координаты;Очки;Копья;Мечи;Топоры;Лазы;ЛК;ТК;Тараны;Каты;Пал;Двор
Darksol;448|543;10801;0;1;400;15;205;0;71;0;0;0
Darksol;473|571;9999;12000;10;0;510;575;671;100;100;0;0
Darksol;428|523;9999;0;5;5356;50;3200;0;479;0;0;0
Darksol;475|574;9999;10364;10;0;651;626;725;100;100;0;0
Darksol;474|572;9999;0;5;6591;45;3285;0;500;0;0;0
Darksol;440|554;10971;1250;10;0;120;140;165;60;60;0;0
Darksol;441|551;9999;0;5;4480;40;2207;0;418;0;0;4
Darksol;468|553;9999;0;6;6066;27;2948;0;500;0;1;2
Darksol;474|574;9999;1271;4;5557;50;2831;0;480;0;0;0
Darksol;464|577;9999;8767;10;0;584;555;662;100;100;0;0
Darksol;477|586;9999;0;10;6576;50;2867;0;500;0;0;0
Darksol;487|591;9999;0;5;6513;50;2884;0;500;0;0;0
Darksol;422|508;9921;0;5;4436;50;2120;0;381;0;0;0
Darksol;421|507;10610;0;5;5621;45;2986;0;500;0;0;0
Darksol;418|508;9999;0;5;4587;50;2260;0;442;0;0;0
Darksol;420|505;9999;3037;3031;0;500;0;0;20;0;0;0
Darksol;415|505;10610;0;5;5675;50;2970;0;500;0;0;0
Darksol;414|504;10610;0;5;5531;50;2981;0;500;0;0;0
Darksol;431|554;9999;12000;10;0;554;605;803;100;100;0;2
Darksol;412|504;9999;12160;10;0;569;508;617;100;100;0;0
Darksol;420|539;9999;12000;10;0;603;544;657;100;100;0;0
Darksol;462|583;9999;12000;10;0;564;631;865;100;93;0;0
Darksol;476|591;9999;12000;10;0;598;673;816;100;100;0;0
Darksol;462|585;9999;0;5;6531;50;2880;0;500;0;0;0
Darksol;439|569;9999;0;10;7160;41;2726;0;500;0;0;0
Darksol;432|564;9999;0;5;5542;50;2700;0;500;0;0;0
Darksol;408|519;9999;12000;10;0;608;556;654;100;100;0;0
Darksol;493|590;9999;12000;10;0;601;673;815;100;100;0;0
Darksol;408|503;9999;12000;10;0;597;551;640;100;100;0;0
Darksol;407|514;9999;12000;10;0;578;527;642;100;100;0;0
Darksol;468|585;9999;0;10;7754;50;2993;0;500;0;0;0
Darksol;411|524;9999;0;5;6111;50;2985;0;500;0;0;0
Darksol;456|581;9999;0;5;6151;50;2975;0;500;0;0;0
Darksol;431|564;9999;0;5;6067;50;2996;0;500;0;0;0
Darksol;412|529;9999;0;5;6151;50;2975;0;500;0;0;0
Darksol;430|563;9999;0;10;7464;50;2511;0;528;0;0;0
Darksol;439|568;9999;12000;10;0;605;686;805;100;100;0;0
Darksol;473|587;9999;0;5;7371;50;3090;0;500;0;0;0
Darksol;475|590;9999;0;5;7583;50;3037;0;500;0;0;0
Darksol;447|578;9999;12000;10;0;610;682;806;100;100;0;0
Darksol;410|520;9999;0;5;8087;50;2911;0;500;0;0;0
Darksol;431|565;9999;12000;10;0;619;643;752;100;100;0;0
Darksol;454|583;9999;12000;10;1;618;592;681;100;100;0;0
Darksol;409|529;9999;12000;10;1;601;564;667;100;100;0;0
Darksol;416|544;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;412|531;9999;12000;111;0;613;672;795;100;100;0;0
Darksol;414|541;9999;12000;10;0;608;581;670;100;100;0;0
Darksol;416|541;9999;0;5;6091;30;3000;0;500;0;0;0
Darksol;446|577;9999;0;10;6766;10;2840;0;500;0;0;0
Darksol;407|500;9999;0;5;6091;30;3000;0;500;0;0;0
Darksol;429|561;9999;0;5;6263;50;2952;0;496;0;0;0
Darksol;432|566;9999;0;5;6050;50;3000;0;500;0;0;0
Darksol;406|502;9999;12000;10;0;617;681;804;100;100;0;0
Darksol;434|566;9999;12000;10;0;606;684;806;100;100;0;0
Darksol;454|582;9999;11992;10;0;599;684;810;100;100;0;0
Darksol;478|591;9999;0;5;6501;50;2887;0;500;0;0;0
Darksol;440|572;9999;0;5;6075;50;2994;0;500;0;0;0
Darksol;470|590;9999;12000;10;0;582;665;787;100;100;0;0
Darksol;452|582;9999;0;5;7251;50;3000;0;500;0;0;0
Darksol;417|547;9999;12000;10;774;549;539;620;100;100;0;0
Darksol;419|551;9999;11775;10;843;434;485;895;98;100;0;0
Darksol;406|522;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;407|525;9999;12000;10;0;512;566;676;100;100;0;0
Darksol;405|503;9999;0;5;6091;38;2996;0;500;0;0;0
Darksol;408|518;9999;0;5;6079;50;2993;0;500;0;0;0
Darksol;404|503;9999;12000;10;0;471;556;645;100;100;0;0
Darksol;419|552;9999;0;5;6111;50;2985;0;500;0;0;0
Darksol;480|594;9999;12157;10;0;578;651;771;100;100;0;0
Darksol;457|583;9999;12000;10;0;549;626;824;100;100;0;0
Darksol;407|510;9999;0;5;6075;50;2994;0;500;0;0;0
Darksol;429|565;9999;12000;10;0;601;681;810;100;100;0;0
Darksol;455|584;9999;0;5;7347;50;2976;0;500;0;0;0
Darksol;454|584;9999;0;5;6555;50;2874;0;500;0;0;0
Darksol;467|592;9999;1038;5;5291;45;2603;220;500;0;0;0
Darksol;414|539;9999;0;5;6103;50;2987;0;500;0;0;0
Darksol;403|509;9999;0;5;6711;50;2840;0;496;0;0;0
Darksol;422|557;9999;12000;10;857;545;536;622;100;100;0;0
Darksol;406|523;9999;76;5;5375;50;3200;0;460;0;0;0
Darksol;436|574;9999;0;5;6111;50;2985;0;500;0;0;0
Darksol;411|542;9999;0;5;7351;50;2975;0;500;0;0;0
Darksol;403|517;9999;12485;10;0;473;529;633;100;100;0;0
Darksol;437|575;9999;12389;10;0;556;633;752;100;100;0;0
Darksol;430|567;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;453|583;9999;0;5;6523;50;2882;0;500;0;0;0
Darksol;406|519;9999;12000;10;0;586;667;784;100;100;0;0
Darksol;415|547;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;403|504;9999;12000;10;0;591;674;778;100;100;0;0
Darksol;402|513;9999;12000;10;0;578;545;628;100;100;0;0
Darksol;409|530;9999;0;5;7251;50;3000;0;500;0;0;0
Darksol;403|513;9999;0;5;8451;50;3000;0;500;0;0;0
Darksol;405|522;9999;96;5;6035;10;3000;0;500;0;0;0
Darksol;458|588;9999;0;5;6527;50;2881;0;500;0;0;0
Darksol;432|574;9999;12724;10;0;553;634;736;100;100;0;0
Darksol;492|602;9999;0;5;6171;50;2970;0;500;0;0;0
Darksol;430|571;9999;0;5;7251;50;3000;0;500;0;0;0
Darksol;459|590;9999;90;5;6485;50;2869;0;500;0;0;0
Darksol;414|550;9999;0;5;7251;50;3000;0;500;0;0;0
Darksol;404|522;9999;12002;10;1;590;565;650;100;100;0;0
Darksol;419|559;9999;0;5;6071;40;3000;0;500;0;0;0
Darksol;434|576;9999;0;5;8511;20;3000;0;500;0;0;0
Darksol;418|559;9999;0;5;7069;35;3053;0;500;0;0;0
Darksol;399|519;9999;10116;9700;0;500;42;60;20;20;0;0
Darksol;446|584;9999;0;10;6910;50;2784;0;500;0;0;0
Darksol;430|576;9999;0;5;6851;32;2989;0;500;0;0;0
Darksol;422|568;9999;10088;9663;0;500;34;60;20;20;0;0
Darksol;445|583;9999;0;5;6071;40;3000;0;500;0;0;0
Darksol;477|602;9999;10082;9814;0;500;20;51;20;10;0;0
Darksol;474|598;9999;0;5;6436;45;2906;0;500;0;0;0
Darksol;424|568;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;421|568;9999;10163;9700;0;500;3;104;20;20;0;0
Darksol;399|508;9999;9887;9813;0;500;0;139;20;0;0;0
Darksol;493|603;9999;12000;10;0;579;654;768;100;100;0;0
Darksol;396|513;9999;0;10;6502;20;2901;0;500;0;0;0
Darksol;488|603;9999;12000;10;0;578;647;768;100;100;0;0
Darksol;395|517;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;458|595;9999;0;5;6401;50;2912;0;500;0;0;0
Darksol;406|549;9999;9294;9296;0;500;15;262;20;10;0;0
Darksol;433|584;9999;0;5;6555;50;2874;0;500;0;0;0
Darksol;487|604;9999;9482;9490;0;500;8;244;20;20;0;0
Darksol;401|544;9999;0;10;6050;50;2999;0;500;0;0;0
Darksol;453|595;9999;0;5;6425;50;2906;0;500;0;0;0
Darksol;443|591;9999;0;5;6401;50;2912;0;500;0;0;0
Darksol;418|567;9999;9900;9807;0;500;0;92;42;0;0;0
Darksol;393|519;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;405|553;9999;8577;8624;0;500;25;186;20;21;0;0
Darksol;393|503;9999;0;5;6051;50;3000;0;500;0;0;0
Darksol;391|502;9999;9700;9687;0;500;0;135;67;0;0;0
Darksol;481|607;9999;0;5;6151;50;2975;0;500;0;0;0
Darksol;477|604;9999;0;5;6103;50;2987;0;500;0;0;0
Darksol;457|597;9999;0;5;6463;50;2897;0;500;0;0;0
Darksol;393|523;9999;11455;6001;0;500;0;302;49;0;0;0
Darksol;463|602;9999;8647;8352;0;487;78;316;31;40;0;0
Darksol;390|513;9999;8975;8968;0;500;0;174;57;0;0;0
Darksol;484|605;9999;9044;9093;0;500;19;163;32;40;0;0
Darksol;435|588;9999;9409;9390;0;500;118;0;77;0;0;0
Darksol;395|516;9999;9206;9192;0;500;207;0;86;0;0;0
Darksol;396|536;9999;11654;10;0;523;601;707;100;100;0;0
Darksol;476|609;8634;10593;10;0;664;745;803;100;100;0;0
Darksol;424|582;9250;10066;10;0;700;727;853;100;100;0;0
Darksol;396|529;9565;1000;10;6041;50;2869;0;429;0;0;0
Darksol;412|564;7779;0;5;6177;50;3140;0;500;0;0;0
Darksol;394|521;2272;150;123;0;0;0;0;0;0;0;0
Darksol;431|494;9999;8489;10;0;700;800;950;100;100;0;0
Darksol;431|490;9999;450;5;2100;40;1157;0;330;0;0;0
Darksol;430|494;10610;0;5;6011;50;2886;0;500;0;0;0
Darksol;428|489;10610;0;5;5731;50;2856;0;500;0;0;4
Darksol;426|493;9999;0;5;6465;25;2909;0;500;0;0;0
Darksol;427|483;10610;9916;10;0;658;684;812;100;100;0;0
Darksol;426|492;9999;0;5;6151;50;2975;0;500;0;0;0
Darksol;423|486;10586;0;5;6940;50;2437;0;500;0;0;0
Darksol;423|487;10610;0;5;6179;50;2844;0;500;0;0;0
Darksol;423|488;10610;0;5;6607;50;2737;0;500;0;0;0
Darksol;429|495;10586;8560;10;0;700;800;950;100;100;0;0
Darksol;421|483;10586;0;5;6742;50;2571;0;500;0;0;0
Darksol;423|484;10610;0;5;6777;50;1110;0;550;0;0;0
Darksol;423|478;10610;0;4;6700;50;2238;0;500;0;0;0
Darksol;419|483;10157;0;5;6605;40;2467;0;500;0;0;0
Darksol;416|493;10452;8139;10;0;683;775;929;100;100;0;0
Darksol;416|491;9999;0;5;6527;50;2881;0;500;0;0;0
Darksol;422|481;10586;0;5;7184;50;2462;0;500;0;0;0
Darksol;418|482;9999;0;5;7297;40;2441;0;500;0;0;0
Darksol;417|489;9999;0;5;6543;50;2877;0;500;0;0;0
Darksol;414|493;9999;0;5;6803;50;2812;0;500;0;0;0
Darksol;415|493;10452;8085;10;0;673;780;911;100;100;0;0
Darksol;418|483;9999;0;5;7299;39;2303;0;500;0;0;0
Darksol;414|488;9999;0;5;6499;50;2888;0;500;0;0;0
Darksol;417|483;9999;0;5;6625;50;2856;0;500;0;0;0
Darksol;415|491;9999;0;5;6077;37;3000;0;500;0;0;0
Darksol;407|479;9792;0;5;6406;50;2529;0;500;0;0;2
Darksol;403|479;9999;6796;10;0;620;702;841;100;100;0;0
Darksol;415|492;9999;0;5;6231;50;2955;0;500;0;0;0
Darksol;402|499;9183;116;10;6687;50;2960;0;440;0;0;0
Darksol;479|478;10080;4733;10;0;1000;0;805;20;0;0;4
Darksol;472|465;9999;1127;10;6053;887;1680;327;500;0;1;5
Darksol;478|477;10135;0;5;5776;10;3000;0;500;0;0;2
Darksol;480|475;9999;200;5;6337;298;2702;0;500;0;1;2
Darksol;479|477;10679;1;5;3971;50;1620;53;466;0;0;4
Darksol;471|468;9999;997;8;6379;1000;1962;30;500;43;0;4
Darksol;473|462;11494;8936;10;0;966;0;984;20;0;0;0
Darksol;474|466;9999;3000;2102;0;1000;0;0;20;0;0;0
Darksol;508|551;9999;3901;4000;0;500;0;23;10;0;0;0
Darksol;513|570;9999;4200;4000;0;500;0;0;10;0;0;0
Darksol;507|424;11600;150;5;2261;1000;664;0;276;0;0;0
Darksol;444|540;10928;1169;10;0;120;121;160;60;53;0;0
Darksol;453|543;10801;0;0;0;0;0;0;0;0;0;0
dificl;473|580;11090;10862;7312;0;93;30;118;0;0;1;12
dificl;412|553;10235;11046;5386;0;200;0;0;10;0;1;17
dificl;463|593;7677;11147;9388;0;100;0;0;10;0;1;9
EHoTka;458|448;12466;2694;146;340;142;157;309;20;200;0;3
EHoTka;456|449;9865;2766;15;924;204;217;448;17;143;0;0
EHoTka;456|450;11725;2827;0;1735;322;307;683;20;364;0;0
EHoTka;455|449;9899;2962;0;1543;296;314;577;5;162;0;2
EHoTka;447|478;9955;6025;1082;0;486;438;1127;20;210;0;0
EHoTka;453|444;9379;5417;0;0;970;189;462;16;223;1;0
EHoTka;458|447;10452;2913;0;0;261;158;348;14;153;0;0
EHoTka;460|448;9965;2883;0;0;240;240;643;20;160;1;0
EHoTka;457|438;9832;1382;0;0;116;112;289;1;139;0;1
EHoTka;456|438;9571;1494;0;0;122;121;323;19;138;0;2
EHoTka;460|445;10452;5749;0;0;233;234;495;20;347;0;0
EHoTka;465|449;11356;5428;918;0;389;282;0;10;21;1;0
EHoTka;537|530;10940;8904;0;0;257;257;927;20;512;0;0
EHoTka;539|528;11655;202;0;3460;279;1693;0;340;63;0;0
EHoTka;538|530;10043;4116;6053;0;290;573;790;13;334;1;0
EHoTka;539|530;9902;0;0;6763;400;2586;0;450;0;0;4
EHoTka;502|556;11249;15131;2601;0;189;70;274;10;36;0;0
EHoTka;494|548;9222;8378;6507;2670;190;491;0;193;0;0;0
EHoTka;503|556;10470;13867;3458;0;367;39;323;6;44;0;0
EHoTka;502|557;10470;307;127;9851;398;1303;0;450;109;0;4
EHoTka;503|559;10232;197;6;7147;400;2500;0;450;0;0;2
EHoTka;487|554;10345;8977;1456;0;208;0;684;18;95;0;0
EHoTka;525|576;9680;11827;4100;0;202;204;435;12;107;0;0
EHoTka;495|548;9725;1787;1779;8517;535;705;132;330;65;0;2
EHoTka;496|549;10548;0;0;6814;400;2500;0;450;0;0;0
EHoTka;523|572;9828;260;18;7979;337;1823;0;445;219;0;4
EHoTka;522|573;9780;4906;7192;0;356;352;784;20;210;0;0
EHoTka;525|571;10380;10625;6834;0;234;179;355;20;135;0;0
EHoTka;527|579;10240;13477;4279;0;234;116;219;12;58;0;0
EHoTka;526|575;9726;9456;3977;0;297;503;647;11;92;0;0
EHoTka;525|568;9419;54;202;9225;353;1754;0;450;104;0;4
EHoTka;541|569;10437;3162;3006;2557;325;0;311;6;4;0;1
EHoTka;524|569;9688;3578;96;7741;297;1501;35;450;0;0;2
EHoTka;522|569;9777;498;92;8669;350;1753;0;450;63;0;4
EHoTka;523|568;10344;287;302;9088;329;1662;138;450;0;0;4
EHoTka;529|567;10104;3791;968;6161;278;1507;43;450;7;0;3
EHoTka;516|543;11088;0;0;2327;349;2120;0;257;11;0;1
EHoTka;527|564;9832;9583;9095;0;278;71;165;4;19;1;0
EHoTka;533|591;9266;13355;5292;0;242;62;202;5;28;0;0
EHoTka;530|585;9352;12348;4549;0;105;119;400;10;100;0;0
EHoTka;529|583;9356;10149;4298;0;242;250;697;12;82;0;0
EHoTka;528|584;9121;3665;0;5450;304;1805;0;442;0;0;0
EHoTka;531|588;9266;6998;0;4535;394;1566;0;450;0;0;0
EHoTka;519|568;9863;1341;0;6855;398;2176;54;450;0;0;3
EHoTka;503|574;9624;2310;112;7084;310;1879;0;450;45;0;4
EHoTka;504|558;10470;11937;6373;0;297;38;219;11;14;0;0
EHoTka;520|570;9510;1755;0;11270;245;829;59;450;112;0;4
EHoTka;540|569;10019;0;0;7632;392;2252;0;445;48;0;4
EHoTka;545|584;9266;11984;7323;0;151;69;63;10;64;1;0
EHoTka;543|584;9219;14061;2019;0;258;202;429;14;110;0;0
EHoTka;515|605;10311;8505;5926;0;308;226;685;11;58;0;0
EHoTka;536|585;9173;3561;0;5490;298;1648;126;450;34;0;3
EHoTka;539|585;8801;10055;9104;0;246;109;113;10;31;0;0
EHoTka;507|581;9754;12978;5656;0;83;87;185;13;48;0;0
EHoTka;547|587;9358;8485;9458;0;96;97;228;11;109;0;0
EHoTka;508|601;9052;10627;10285;0;120;67;133;12;39;0;0
EHoTka;528|596;9032;10233;10329;0;108;96;181;10;67;0;0
EHoTka;545|592;8557;11096;9099;0;140;24;35;3;28;0;0
EHoTka;508|578;10336;11655;6473;0;135;115;226;5;42;0;0
EHoTka;513|605;8757;9095;10594;0;224;107;231;12;48;0;0
EHoTka;486|555;11548;2632;0;4274;364;1970;0;450;268;0;4
EHoTka;485|556;11519;0;0;6163;400;2500;0;450;138;0;0
EHoTka;486|557;11548;7950;0;0;449;465;1098;20;210;0;0
EHoTka;485|557;10470;0;0;6787;399;2307;0;450;9;0;0
EHoTka;488|557;11431;10391;2459;0;298;180;793;8;89;0;0
EHoTka;487|556;11627;2330;0;6112;355;1741;0;450;80;0;4
EHoTka;527|600;8505;10134;9654;0;237;100;204;12;36;0;0
EHoTka;467|597;8498;8722;11439;0;204;0;62;10;6;0;0
EHoTka;536|597;7890;9762;9914;0;290;46;96;7;38;0;0
EHoTka;507|607;8917;11302;8095;0;204;46;96;10;37;0;0
EHoTka;514|556;10339;10436;5607;0;196;198;446;10;78;0;0
EHoTka;560|587;9835;228;10745;0;580;11;2;0;0;0;4
EHoTka;551|595;8802;8693;7315;0;198;200;434;12;84;0;4
EHoTka;502|606;8669;10425;8729;0;131;73;164;10;30;0;0
EHoTka;525|604;8505;12337;7754;0;209;88;168;5;41;0;0
EHoTka;550|593;8637;8488;7319;0;200;162;354;20;150;0;0
EHoTka;480|607;8289;12392;7288;0;201;40;102;9;24;0;0
EHoTka;545|597;8398;12781;5775;0;245;110;211;3;35;0;0
EHoTka;532|601;8436;12977;6126;0;401;57;91;5;29;0;1
EHoTka;536|602;8462;10311;9391;0;58;35;135;4;18;0;1
EHoTka;544|598;8404;7691;8479;0;315;200;432;19;95;0;0
EHoTka;540|603;8405;10536;6221;0;228;180;403;15;65;0;1
EHoTka;534|600;8612;11825;7140;131;232;74;134;3;27;0;0
EHoTka;528|602;7352;11405;6937;0;277;140;266;9;53;0;0
EHoTka;548|599;7354;12559;4788;0;361;138;378;13;73;0;0
EHoTka;501|607;8161;7974;8491;0;251;142;516;6;57;0;0
EHoTka;550|599;8368;0;0;9208;234;2107;0;450;38;0;3
EHoTka;548|601;6677;5845;1944;0;494;500;1080;20;172;0;1
EHoTka;528|606;5981;6869;296;0;461;340;741;20;161;0;0
EHoTka;546|598;2221;2667;0;0;465;466;0;0;0;0;0
EHoTka;544|604;1026;614;0;0;176;0;0;0;0;0;0
EHoTka;548|598;939;524;0;0;80;76;0;0;0;0;0
EHoTka;533|606;321;42;0;0;0;0;0;0;0;0;0
EHoTka;531|548;10559;3534;3766;3561;562;261;6;11;20;1;4
EHoTka;501|525;10461;4937;6232;0;328;614;650;20;259;1;0
EHoTka;500|522;9200;690;0;6015;491;2535;119;189;122;0;4
EHoTka;502|523;10857;4810;4772;0;300;149;348;10;58;1;0
FlameisteR;474|547;10121;1701;800;4674;33;1679;380;538;4;0;4
FlameisteR;470|538;10216;8684;8676;50;173;100;0;30;0;1;0
FlameisteR;471|539;10414;1;0;7463;20;2200;0;724;15;0;4
FlameisteR;471|537;11558;4834;2265;50;638;100;0;30;0;0;0
FlameisteR;476|544;10383;12499;3124;100;300;199;298;35;179;0;0
FlameisteR;473|540;10200;9797;9777;50;200;100;0;30;0;1;0
FlameisteR;484|544;11589;3914;927;12;407;250;292;26;0;0;4
FlameisteR;483|546;10785;12500;543;100;335;376;729;31;0;0;4
FlameisteR;481|547;10708;1401;918;3701;20;2020;382;437;7;0;4
FlameisteR;480|545;10785;10392;3315;50;242;100;638;34;170;0;0
FlameisteR;479|546;10644;9492;9521;50;198;100;0;30;0;1;0
FlameisteR;476|547;10644;1401;800;4325;10;2099;106;687;24;0;4
FlameisteR;474|545;10489;11000;7876;0;205;100;0;30;74;0;0
FlameisteR;476|551;10785;10923;9449;50;203;100;0;26;24;1;0
FlameisteR;476|552;10619;6068;3414;50;300;250;0;30;100;0;0
FlameisteR;475|553;10397;1951;860;4758;10;2200;226;456;3;0;4
FlameisteR;468|554;10414;9462;9462;50;200;100;0;30;15;0;4
FlameisteR;473|554;10383;1991;1160;3982;10;2163;293;499;7;0;4
FlameisteR;464|573;10058;0;0;9171;10;2200;0;940;4;1;4
FlameisteR;457|560;10636;11999;8000;0;215;174;0;10;40;0;1
FlameisteR;488|598;10397;0;0;9412;10;2200;0;837;4;0;4
FlameisteR;426|580;10397;11457;7674;0;300;250;0;10;84;0;0
FlameisteR;470|536;10452;1;0;6242;10;2185;0;1000;4;0;4
FlameisteR;467|540;10452;1;0;9394;10;1819;0;620;4;1;6
FlameisteR;468|539;10365;11048;7406;0;300;250;0;7;60;0;0
FlameisteR;469|540;10414;11048;7282;0;300;250;0;10;50;0;0
FlameisteR;478|549;10421;5150;3412;0;300;250;0;10;100;0;0
FlameisteR;477|546;10728;1754;10;5450;100;2000;400;370;30;0;4
FlameisteR;481|550;10495;1800;10;5500;100;2020;400;380;30;1;4
FlameisteR;470|558;10495;3979;2681;0;300;250;0;10;100;0;0
FlameisteR;492|582;9506;0;0;8177;10;2200;0;651;4;0;4
FlameisteR;487|587;9229;11551;8000;0;372;250;0;10;74;0;0
FlameisteR;468|579;9229;12000;8069;0;300;250;0;8;60;0;0
FlameisteR;502|594;10202;9849;6555;0;300;250;0;12;94;0;0
FlameisteR;473|590;9229;11377;7540;0;479;250;52;10;80;0;0
FlameisteR;506|593;9229;0;0;9431;10;2200;0;414;4;0;4
FlameisteR;509|595;9316;0;0;8284;10;2200;0;640;4;0;4
FlameisteR;484|594;9229;12000;8000;0;300;250;0;10;67;0;0
FlameisteR;501|598;9881;11682;7972;0;300;250;0;10;88;0;0
FlameisteR;504|601;9229;11914;7957;0;300;250;0;10;84;0;0
FlameisteR;458|593;9229;11884;7939;0;300;250;0;10;90;0;0
FlameisteR;438|589;9229;10563;7068;0;300;250;0;10;94;0;0
FlameisteR;410|555;9229;10400;6660;0;300;250;0;10;80;0;0
FlameisteR;494|608;9229;11643;7792;0;300;250;0;12;100;0;0
FlameisteR;476|585;9229;11951;7598;0;300;250;69;14;70;0;0
FlameisteR;516|590;9450;10789;7172;0;300;250;0;14;82;0;0
FlameisteR;473|546;10121;12500;10;100;338;379;712;40;179;0;0
FlameisteR;519|598;9291;11708;7811;0;300;250;0;10;88;0;2
FlameisteR;453|573;9258;11909;7927;0;261;214;0;15;82;0;0
FlameisteR;484|587;9229;11977;8000;0;281;235;0;10;53;0;0
FlameisteR;432|565;9229;11912;7930;0;392;203;0;7;60;0;0
Ewerverds;507|542;10106;0;3;7584;44;2654;0;350;0;0;4
Ewerverds;508|541;10106;8989;8991;0;400;0;262;5;8;0;0
Ewerverds;508|542;10106;0;3;7400;50;3057;0;350;0;0;4
Ewerverds;506|541;10237;0;3;8747;40;2662;0;350;0;0;4
Ewerverds;494|580;10106;8531;8493;0;395;210;400;5;70;0;0
Ewerverds;475|570;10106;8622;8640;0;365;186;400;3;61;0;0
Ewerverds;468|580;10106;0;3;7996;58;3064;0;350;0;0;0
Ewerverds;459|575;10106;8614;8642;0;382;171;400;5;64;0;0
Ewerverds;474|558;10106;0;2;6490;50;3289;0;350;0;0;0
Ewerverds;507|540;10106;0;3;7796;40;2617;0;350;0;0;0
Ewerverds;490|555;10106;0;3;6838;56;3104;0;350;0;0;4
Ewerverds;482|554;10106;8804;8797;0;276;178;400;4;44;0;0
Ewerverds;463|571;10106;0;3;7147;50;3120;0;350;0;0;0
Ewerverds;490|553;10106;0;3;8072;56;2946;0;350;0;0;4
Ewerverds;495|552;10106;9602;9599;0;400;0;28;5;0;1;0
Ewerverds;490|551;10106;0;3;6475;48;3189;0;350;0;0;4
Ewerverds;431|481;10106;0;3;7181;50;2284;0;350;0;0;0
Ewerverds;466|572;7664;0;3;9643;50;3137;0;600;0;0;0
Ewerverds;430|481;10106;5643;1516;0;400;0;1002;5;0;0;0
Ewerverds;468|583;10106;0;3;8847;50;2894;0;367;0;0;0
Ewerverds;417|471;10106;0;2;7405;50;2796;0;350;0;0;0
Ewerverds;417|472;10106;0;3;7368;50;2805;0;350;0;0;0
Ewerverds;418|470;10106;0;3;8132;50;2614;0;350;0;0;0
Ewerverds;467|571;10106;0;3;8532;50;2934;0;350;0;0;0
Ewerverds;417|470;10106;0;3;6756;50;2958;0;350;0;0;0
Ewerverds;479|557;10106;0;2;6709;56;3227;0;350;0;0;4
Ewerverds;479|567;10106;6921;6919;0;400;250;836;5;150;0;0
Ewerverds;482|556;10106;0;3;6648;50;3245;0;350;0;0;4
Ewerverds;488|580;10106;0;2;9462;53;2635;0;352;0;0;4
Ewerverds;416|469;10106;0;3;7178;50;2852;0;350;0;0;0
Ewerverds;432|481;10106;8572;1305;0;400;0;921;5;0;1;0
Ewerverds;480|559;10106;8272;8280;0;400;250;400;5;108;0;0
Ewerverds;489|581;10106;0;3;6384;60;3426;0;350;0;0;4
Ewerverds;431|480;9850;4293;1275;0;400;0;773;5;0;1;0
Ewerverds;479|579;10106;8270;8293;0;400;250;400;6;106;0;0
Ewerverds;467|575;10106;0;3;8548;50;3030;0;366;0;0;0
Ewerverds;472|584;10106;0;3;7736;58;2873;0;350;0;0;0
Ewerverds;472|578;10106;0;2;8149;50;2970;0;350;0;0;0
Ewerverds;498|583;10106;0;3;6848;58;3191;0;350;0;0;4
Ewerverds;488|585;10106;0;2;8157;50;3088;0;350;0;0;0
Ewerverds;496|534;8748;4384;4399;0;147;82;3;0;0;0;0
Ewerverds;461|576;10106;0;3;7256;58;3189;0;350;0;0;0
Ewerverds;471|582;10106;0;2;7769;50;3065;0;350;0;0;0
Ewerverds;531|534;10106;0;3;8740;54;2875;0;350;0;0;5
Ewerverds;463|579;10106;0;3;6988;56;3257;0;350;0;0;0
Ewerverds;497|586;10106;0;2;8317;58;2884;0;350;0;0;4
Ewerverds;468|577;10106;0;3;7284;56;3183;0;350;0;0;0
Ewerverds;495|581;10106;0;3;8492;50;2844;0;350;0;0;4
Ewerverds;416|485;10106;2;3;6168;50;2370;0;350;0;0;0
Ewerverds;492|553;10106;0;3;7040;60;3142;0;350;0;0;4
Ewerverds;514|519;8822;5093;5078;0;0;0;0;0;0;0;0
Ewerverds;489|546;10106;0;3;6843;50;3096;0;350;0;0;4
Ewerverds;507|538;10237;7628;7593;0;400;0;400;5;0;0;0
Ewerverds;535|529;10148;317;3;7273;305;2792;0;350;0;0;5
Ewerverds;423|460;9804;6023;88;0;193;0;1263;0;0;0;0
Ewerverds;414|467;10106;0;3;6739;50;3222;0;350;0;0;0
Ewerverds;513|549;8748;5791;5778;0;30;0;0;0;0;0;0
Ewerverds;423|465;10106;0;3;7333;50;2791;0;350;0;0;0
Ewerverds;424|461;10106;0;2;5533;50;2757;0;350;0;0;0
Ewerverds;420|468;10106;0;3;7426;50;2756;0;350;0;0;0
Ewerverds;423|457;10106;0;3;7344;50;2811;0;350;0;0;0
Ewerverds;476|573;10106;0;3;6952;56;3326;0;350;0;0;0
Ewerverds;489|559;10106;0;3;7152;60;3174;0;350;0;0;4
Ewerverds;420|467;10106;0;2;5832;34;2387;0;350;0;0;0
Ewerverds;415|470;10106;0;2;8232;50;2709;0;350;0;0;0
